,id,total_images,last_price,total_area,first_day_exposition,rooms,ceiling_height,floors_total,living_area,floor,is_apartment,studio,open_plan,kitchen_area,balcony,locality_name,airports_nearest,cityCenters_nearest,parks_around3000,parks_nearest,ponds_around3000,ponds_nearest,days_exposition,price_for_m2,fromcenter_category
185,185,8,8500000.0,49.9,2018-10-20T00:00:00,1,3.0,16.0,18.9,14,False,False,False,10.6,0,Санкт-Петербург,12114.0,8946.0,1.0,749.0,1.0,833.0,145,170340,в пределах города
187,187,9,4300000.0,52.3,2017-10-06T00:00:00,2,2.75,12.0,29.8,4,False,False,False,10.9,0,Санкт-Петербург,32794.0,13643.0,0.0,5000.0,0.0,5000.0,69,82217,в пределах города
189,189,0,6150000.0,62.0,2017-10-13T00:00:00,3,2.75,9.0,41.5,5,False,False,False,8.5,2,Санкт-Петербург,41954.0,12168.0,1.0,10.0,0.0,5000.0,45,99193,в пределах города
190,190,4,5200000.0,62.8,2016-06-01T00:00:00,3,2.75,9.0,39.7,2,False,False,False,9.7,0,Санкт-Петербург,12988.0,15579.0,0.0,5000.0,2.0,898.0,233,82802,в пределах города
191,191,18,6400000.0,55.8,2018-11-16T00:00:00,3,2.5,9.0,38.0,2,False,False,False,7.7,2,Санкт-Петербург,19386.0,16606.0,0.0,5000.0,0.0,5000.0,92,114695,в пределах города
193,193,6,7920000.0,83.8,2017-08-17T00:00:00,4,2.47,9.0,55.9,9,False,False,False,9.8,1,Санкт-Петербург,30352.0,7724.0,0.0,5000.0,1.0,289.0,155,94510,в пределах города
194,194,19,7700000.0,85.0,2019-02-07T00:00:00,3,2.7,10.0,50.0,1,False,False,False,11.0,0,Санкт-Петербург,15923.0,14719.0,0.0,5000.0,1.0,212.0,50,90588,в пределах города
196,196,7,8715960.0,57.0,2017-06-29T00:00:00,1,2.75,5.0,20.0,5,False,False,False,16.0,0,Санкт-Петербург,17462.0,16465.0,1.0,1205.0,2.0,97.0,119,152911,в пределах города
200,200,13,9150000.0,98.3,2018-06-30T00:00:00,3,2.84,13.0,60.3,11,False,False,False,12.5,1,Ломоносов,48910.0,52334.0,0.0,5000.0,2.0,582.0,271,93082,область
201,201,5,10880000.0,123.1,2015-11-12T00:00:00,6,3.2,5.0,89.0,2,False,False,False,11.0,0,Санкт-Петербург,26009.0,3369.0,2.0,516.0,0.0,5000.0,992,88383,центр
202,202,6,4700000.0,67.0,2017-04-29T00:00:00,3,2.7,9.0,43.4,1,False,False,False,8.8,2,Санкт-Петербург,15361.0,14157.0,0.0,5000.0,0.0,5000.0,339,70149,в пределах города
203,203,2,3999000.0,34.1,2016-11-11T00:00:00,1,2.7,25.0,14.47,12,False,False,False,10.4,0,Санкт-Петербург,18488.0,15945.0,0.0,5000.0,0.0,5000.0,355,117272,в пределах города
204,204,1,3600000.0,44.2,2018-01-12T00:00:00,2,2.5,9.0,27.0,3,False,False,False,6.3,2,Ломоносов,46926.0,50351.0,0.0,5000.0,1.0,590.0,24,81447,область
205,205,8,1980000.0,30.6,2018-01-15T00:00:00,1,2.56,5.0,17.4,4,False,False,False,5.7,0,посёлок Понтонный,31366.0,33078.0,0.0,5000.0,0.0,5000.0,217,64705,область
206,206,16,5080000.0,31.3,2019-04-23T00:00:00,1,2.5,7.0,16.0,4,False,False,False,7.6,1,Санкт-Петербург,27753.0,6692.0,1.0,860.0,1.0,694.0,0,162300,в пределах города
207,207,11,9000000.0,72.6,2018-09-08T00:00:00,2,2.9,5.0,43.2,4,False,False,False,11.4,0,Санкт-Петербург,22794.0,1645.0,2.0,276.0,3.0,485.0,0,123966,самый центр
209,209,14,4700000.0,45.0,2019-04-11T00:00:00,2,2.5,9.0,27.4,4,False,False,False,8.6,0,Санкт-Петербург,42566.0,15070.0,0.0,5000.0,0.0,5000.0,0,104444,в пределах города
210,210,4,4300000.0,58.5,2016-06-15T00:00:00,2,2.68,9.0,28.73,7,False,False,False,11.24,1,посёлок Шушары,18309.0,30317.0,0.0,5000.0,1.0,353.0,45,73504,область
211,211,12,8000000.0,54.0,2019-03-26T00:00:00,2,2.77,18.0,31.0,10,False,False,False,11.0,0,Санкт-Петербург,7659.0,13841.0,0.0,5000.0,0.0,5000.0,11,148148,в пределах города
212,212,0,10018000.0,82.0,2015-01-29T00:00:00,3,2.75,23.0,47.0,9,False,False,False,13.0,1,Санкт-Петербург,9655.0,13255.0,1.0,980.0,1.0,1093.0,543,122170,в пределах города
213,213,11,8700000.0,111.4,2016-10-10T00:00:00,4,3.1,4.0,73.2,2,False,False,False,14.1,0,Санкт-Петербург,20936.0,1218.0,1.0,463.0,3.0,55.0,791,78096,самый центр
214,214,5,4150000.0,50.41,2017-07-20T00:00:00,2,2.5,9.0,31.1,8,False,False,False,7.0,1,Санкт-Петербург,41954.0,12168.0,1.0,10.0,0.0,5000.0,274,82324,в пределах города
216,216,14,6700000.0,65.6,2018-02-27T00:00:00,2,2.55,10.0,36.7,10,False,False,False,10.9,2,Санкт-Петербург,11657.0,11992.0,1.0,591.0,1.0,192.0,31,102134,в пределах города
217,217,19,6550000.0,79.0,2018-04-05T00:00:00,4,2.6,9.0,55.3,6,False,False,False,10.0,1,Санкт-Петербург,49666.0,16010.0,0.0,5000.0,0.0,5000.0,122,82911,в пределах города
218,218,11,4690000.0,35.0,2019-04-01T00:00:00,1,2.7,17.0,16.0,15,False,False,False,9.8,1,Санкт-Петербург,36237.0,13151.0,0.0,5000.0,0.0,5000.0,0,134000,в пределах города
219,219,12,7700000.0,58.7,2017-12-12T00:00:00,1,3.19,7.0,17.0,3,False,False,False,15.7,0,Санкт-Петербург,24102.0,4670.0,1.0,239.0,0.0,5000.0,136,131175,центр
220,220,8,3890000.0,37.0,2018-07-09T00:00:00,1,2.5,25.0,28.0,6,False,False,False,9.0,0,Санкт-Петербург,25408.0,16166.0,0.0,5000.0,0.0,5000.0,28,105135,в пределах города
221,221,10,3750000.0,43.0,2018-05-09T00:00:00,2,2.68,4.0,28.0,1,False,False,False,6.0,0,Павловск,19775.0,31929.0,2.0,651.0,1.0,1064.0,277,87209,область
222,222,7,5950000.0,59.6,2018-05-08T00:00:00,2,2.75,25.0,31.48,17,False,False,False,13.29,0,Санкт-Петербург,43074.0,10820.0,0.0,5000.0,0.0,5000.0,182,99832,в пределах города
226,226,17,7950000.0,86.4,2019-04-24T00:00:00,4,3.24,3.0,52.7,1,False,False,False,12.7,0,Санкт-Петербург,31729.0,2468.0,0.0,5000.0,0.0,5000.0,0,92013,самый центр
229,229,11,7290000.0,74.3,2018-09-03T00:00:00,3,2.75,24.0,41.9,3,False,False,False,16.5,0,Санкт-Петербург,43820.0,10987.0,0.0,5000.0,0.0,5000.0,68,98115,в пределах города
230,230,11,3250000.0,34.3,2018-04-03T00:00:00,1,2.68,11.0,14.73,7,False,False,False,9.36,0,Санкт-Петербург,22425.0,24137.0,0.0,5000.0,2.0,398.0,92,94752,область
231,231,15,4250000.0,56.9,2015-02-28T00:00:00,3,2.75,9.0,38.8,8,False,False,False,6.2,2,Санкт-Петербург,32350.0,12943.0,0.0,5000.0,0.0,5000.0,546,74692,в пределах города
232,232,14,3900000.0,42.2,2018-03-08T00:00:00,1,2.75,14.0,14.7,4,False,False,False,10.4,0,Санкт-Петербург,23239.0,12102.0,1.0,1021.0,1.0,893.0,166,92417,в пределах города
233,233,17,19800000.0,118.0,2017-12-15T00:00:00,3,2.8,25.0,62.0,3,False,False,False,21.5,0,Санкт-Петербург,36827.0,12348.0,1.0,485.0,1.0,474.0,0,167796,в пределах города
234,234,3,7820000.0,57.0,2019-04-18T00:00:00,2,2.75,5.0,33.0,3,False,False,False,8.0,0,Санкт-Петербург,26852.0,5700.0,2.0,586.0,0.0,5000.0,0,137192,в пределах города
235,235,0,4000000.0,60.0,2019-03-12T00:00:00,2,3.4,3.0,37.8,1,False,False,False,9.0,0,Колпино,25670.0,31456.0,3.0,370.0,3.0,534.0,45,66666,область
236,236,14,3650000.0,35.8,2017-09-22T00:00:00,1,2.5,14.0,20.3,2,False,False,False,7.7,0,Санкт-Петербург,46532.0,16030.0,0.0,5000.0,0.0,5000.0,48,101955,в пределах города
239,239,16,22000000.0,119.0,2017-02-16T00:00:00,3,3.5,5.0,56.0,3,False,False,False,35.0,0,Санкт-Петербург,21698.0,2004.0,1.0,688.0,1.0,86.0,77,184873,самый центр
240,240,6,4700000.0,42.0,2018-11-05T00:00:00,2,2.7,5.0,27.0,2,False,False,False,6.0,1,Санкт-Петербург,11944.0,13619.0,0.0,5000.0,0.0,5000.0,116,111904,в пределах города
241,241,7,7990000.0,55.0,2017-09-18T00:00:00,2,2.8,16.0,29.0,6,False,False,False,10.0,2,Санкт-Петербург,41841.0,11838.0,1.0,275.0,0.0,5000.0,127,145272,в пределах города
242,242,19,7250000.0,57.0,2018-12-13T00:00:00,2,2.75,6.0,29.0,5,False,False,False,10.0,0,Санкт-Петербург,9226.0,12619.0,1.0,546.0,0.0,5000.0,18,127192,в пределах города
244,244,9,6850000.0,57.1,2016-02-04T00:00:00,2,2.75,9.0,29.5,4,False,False,False,9.0,0,Санкт-Петербург,9774.0,10315.0,1.0,466.0,0.0,5000.0,356,119964,в пределах города
245,245,6,6000000.0,46.4,2016-02-19T00:00:00,1,2.5,16.0,18.0,5,False,False,False,11.5,1,Санкт-Петербург,9968.0,13344.0,0.0,5000.0,0.0,5000.0,120,129310,в пределах города
246,246,20,4500000.0,52.5,2018-08-12T00:00:00,2,2.6,14.0,29.5,11,False,False,False,7.5,2,Санкт-Петербург,13787.0,11753.0,0.0,5000.0,0.0,5000.0,9,85714,в пределах города
249,249,15,5000000.0,70.5,2018-01-23T00:00:00,3,2.65,9.0,44.9,9,False,False,False,10.5,1,Красное Село,25594.0,29018.0,0.0,5000.0,0.0,5000.0,219,70921,область
252,252,15,5000000.0,43.0,2018-01-10T00:00:00,1,2.8,16.0,17.0,11,False,False,False,12.5,0,Санкт-Петербург,39771.0,8672.0,1.0,139.0,0.0,5000.0,103,116279,в пределах города
253,253,17,3340000.0,37.0,2018-03-28T00:00:00,1,2.68,5.0,19.0,4,False,False,False,10.0,0,Санкт-Петербург,47303.0,25866.0,1.0,251.0,1.0,350.0,75,90270,область
254,254,10,3350000.0,31.2,2017-06-30T00:00:00,1,2.5,9.0,15.6,9,False,False,False,8.2,0,Санкт-Петербург,46911.0,16431.0,0.0,5000.0,0.0,5000.0,21,107371,в пределах города
256,256,0,5350000.0,65.6,2018-02-01T00:00:00,3,2.5,9.0,42.8,2,False,False,False,9.5,2,Санкт-Петербург,12975.0,15566.0,0.0,5000.0,0.0,5000.0,85,81554,в пределах города
260,260,8,17250000.0,102.4,2014-12-09T00:00:00,3,2.75,8.0,53.2,3,False,False,False,19.3,1,Санкт-Петербург,39393.0,11096.0,1.0,537.0,0.0,5000.0,0,168457,в пределах города
262,262,14,37500000.0,158.0,2019-01-24T00:00:00,4,3.19,12.0,88.0,4,False,False,False,40.0,0,Санкт-Петербург,25799.0,4593.0,0.0,5000.0,2.0,840.0,0,237341,центр
263,263,12,39900000.0,140.6,2016-11-19T00:00:00,2,3.5,8.0,39.8,7,False,False,False,49.2,4,Санкт-Петербург,32537.0,6589.0,0.0,5000.0,3.0,99.0,0,283783,в пределах города
266,266,1,3930000.0,37.9,2016-04-19T00:00:00,1,2.75,10.0,17.8,6,False,False,False,8.3,2,Санкт-Петербург,14286.0,15280.0,0.0,5000.0,1.0,115.0,104,103693,в пределах города
267,267,2,14700000.0,120.0,2018-09-07T00:00:00,3,2.75,20.0,63.0,18,False,False,False,16.0,5,Санкт-Петербург,39204.0,10430.0,2.0,627.0,3.0,77.0,61,122500,в пределах города
269,269,16,4200000.0,60.1,2017-09-11T00:00:00,3,2.65,9.0,43.0,1,False,False,False,7.0,2,Санкт-Петербург,28530.0,14249.0,0.0,5000.0,1.0,623.0,214,69883,в пределах города
270,270,13,3700000.0,34.0,2019-03-18T00:00:00,1,2.6,10.0,18.0,8,False,False,False,8.0,1,Санкт-Петербург,32831.0,13995.0,1.0,104.0,1.0,393.0,0,108823,в пределах города
272,272,1,3950000.0,52.03,2018-09-21T00:00:00,2,2.68,18.0,25.41,18,False,False,False,11.52,0,посёлок Шушары,11976.0,17763.0,0.0,5000.0,0.0,5000.0,93,75917,область
273,273,11,4750000.0,57.2,2017-03-07T00:00:00,2,2.5,10.0,29.8,1,False,False,False,11.6,0,Санкт-Петербург,35966.0,16267.0,1.0,450.0,3.0,309.0,542,83041,в пределах города
274,274,9,4318000.0,37.55,2016-02-29T00:00:00,1,2.68,14.0,15.2,10,False,False,False,8.9,2,Санкт-Петербург,22098.0,23810.0,0.0,5000.0,2.0,100.0,694,114993,область
275,275,4,2000000.0,31.0,2015-06-24T00:00:00,1,2.75,9.0,15.0,9,False,False,False,10.0,2,посёлок Шушары,18471.0,24272.0,0.0,5000.0,0.0,5000.0,443,64516,область
277,277,5,4600000.0,65.0,2017-10-12T00:00:00,3,2.75,15.0,44.0,11,False,False,False,11.0,2,Санкт-Петербург,16124.0,14619.0,2.0,578.0,1.0,685.0,90,70769,в пределах города
278,278,19,6000000.0,56.7,2019-03-11T00:00:00,2,3.2,5.0,34.1,5,False,False,False,9.6,0,Санкт-Петербург,22800.0,9274.0,1.0,77.0,1.0,542.0,0,105820,в пределах города
279,279,19,18450000.0,134.0,2019-03-18T00:00:00,4,2.75,18.0,78.0,17,False,False,False,30.0,0,Санкт-Петербург,34991.0,11920.0,0.0,5000.0,0.0,5000.0,0,137686,в пределах города
282,282,17,37000000.0,115.0,2018-11-15T00:00:00,2,3.24,5.0,65.0,2,False,False,False,14.0,0,Санкт-Петербург,23537.0,1995.0,2.0,121.0,2.0,663.0,158,321739,самый центр
284,284,6,2650000.0,30.5,2018-02-06T00:00:00,1,2.6,4.0,17.2,2,False,False,False,5.0,1,Павловск,19516.0,31670.0,2.0,314.0,1.0,627.0,37,86885,область
285,285,7,3200000.0,31.4,2017-09-02T00:00:00,1,2.6,9.0,16.0,7,False,False,False,9.0,0,Санкт-Петербург,18927.0,10458.0,0.0,5000.0,1.0,792.0,132,101910,в пределах города
287,287,10,3100000.0,31.1,2016-06-09T00:00:00,1,2.5,5.0,18.1,4,False,False,False,6.5,0,Сестрорецк,57893.0,34821.0,1.0,195.0,2.0,315.0,520,99678,область
288,288,5,3810000.0,41.68,2018-07-10T00:00:00,1,2.7,19.0,19.0,4,False,False,False,10.44,0,Санкт-Петербург,37792.0,14635.0,0.0,5000.0,0.0,5000.0,67,91410,в пределах города
289,289,11,3150000.0,33.0,2017-06-05T00:00:00,1,2.68,6.0,18.0,4,False,False,False,7.0,0,Санкт-Петербург,45133.0,17371.0,0.0,5000.0,0.0,5000.0,45,95454,область
290,290,7,3900000.0,51.0,2018-02-22T00:00:00,2,2.54,9.0,30.5,9,False,False,False,7.0,1,Петергоф,45825.0,34301.0,1.0,556.0,0.0,5000.0,172,76470,область
291,291,10,5900000.0,70.0,2017-01-24T00:00:00,3,2.51,5.0,47.4,1,False,False,False,8.0,0,Санкт-Петербург,19859.0,4132.0,1.0,469.0,1.0,118.0,480,84285,центр
294,294,20,3850000.0,37.0,2018-10-14T00:00:00,1,2.5,16.0,18.2,15,False,False,False,8.8,1,Санкт-Петербург,41359.0,11491.0,2.0,75.0,0.0,5000.0,3,104054,в пределах города
299,299,12,5550000.0,68.0,2017-04-02T00:00:00,2,2.75,8.0,37.0,3,False,False,False,13.0,0,Санкт-Петербург,17674.0,16470.0,1.0,398.0,2.0,563.0,136,81617,в пределах города
300,300,19,7200000.0,70.6,2018-06-21T00:00:00,3,2.6,9.0,48.0,6,False,False,False,8.0,0,Санкт-Петербург,15895.0,11223.0,1.0,681.0,0.0,5000.0,63,101983,в пределах города
301,301,7,3700000.0,47.0,2018-09-12T00:00:00,2,2.68,9.0,29.0,7,False,False,False,9.0,0,Колпино,25316.0,31102.0,1.0,50.0,0.0,5000.0,7,78723,область
302,302,6,3500000.0,31.0,2016-04-05T00:00:00,1,2.55,5.0,17.5,1,False,False,False,5.4,0,Зеленогорск,72005.0,53104.0,3.0,92.0,1.0,571.0,168,112903,область
303,303,6,4400000.0,51.08,2016-11-08T00:00:00,2,2.68,5.0,26.4,4,False,False,False,10.2,1,Петергоф,39858.0,32539.0,0.0,5000.0,0.0,5000.0,254,86139,область
305,305,12,6283000.0,70.8,2017-10-05T00:00:00,3,3.19,5.0,50.9,5,False,False,False,8.2,0,Санкт-Петербург,25335.0,4235.0,0.0,5000.0,0.0,5000.0,61,88742,центр
307,307,20,5350000.0,65.0,2018-07-09T00:00:00,2,2.78,25.0,30.0,9,False,False,False,12.0,0,Санкт-Петербург,16346.0,15142.0,0.0,5000.0,0.0,5000.0,52,82307,в пределах города
308,308,35,5700000.0,83.9,2018-02-01T00:00:00,3,2.6,5.0,51.8,2,False,False,False,9.6,0,Красное Село,27245.0,30670.0,0.0,5000.0,0.0,5000.0,47,67938,область
309,309,8,4800000.0,58.0,2018-02-01T00:00:00,3,2.75,5.0,42.0,1,False,False,False,6.0,0,Санкт-Петербург,10980.0,9467.0,0.0,5000.0,0.0,5000.0,53,82758,в пределах города
310,310,5,2500000.0,31.0,2018-01-05T00:00:00,1,2.5,5.0,18.0,2,False,False,False,5.5,0,посёлок Парголово,55619.0,21294.0,0.0,5000.0,0.0,5000.0,102,80645,область
311,311,20,12500000.0,86.0,2018-10-19T00:00:00,3,2.8,25.0,47.0,3,False,False,False,13.0,5,Санкт-Петербург,52192.0,15686.0,0.0,5000.0,1.0,441.0,0,145348,в пределах города
312,312,8,3190000.0,31.0,2018-08-07T00:00:00,1,2.65,9.0,18.0,4,False,False,False,6.5,0,Санкт-Петербург,44931.0,16446.0,1.0,929.0,0.0,5000.0,51,102903,в пределах города
314,314,6,5100000.0,48.6,2017-11-29T00:00:00,2,2.75,3.0,32.5,3,False,False,False,8.0,0,Санкт-Петербург,42608.0,8765.0,0.0,5000.0,0.0,5000.0,12,104938,в пределах города
315,315,8,13900000.0,108.0,2018-09-29T00:00:00,4,3.19,6.0,76.9,2,False,False,False,11.2,0,Санкт-Петербург,25301.0,3876.0,1.0,320.0,0.0,5000.0,156,128703,центр
316,316,11,5650000.0,46.3,2017-03-13T00:00:00,2,3.19,6.0,28.8,2,False,False,False,9.0,0,Санкт-Петербург,31327.0,3144.0,0.0,5000.0,0.0,5000.0,89,122030,центр
317,317,9,3050000.0,29.4,2018-02-27T00:00:00,1,2.75,5.0,15.1,4,False,False,False,7.3,0,Санкт-Петербург,42365.0,9857.0,3.0,510.0,1.0,565.0,225,103741,в пределах города
318,318,12,9990000.0,67.0,2017-07-10T00:00:00,1,2.84,9.0,37.0,7,False,False,False,17.0,1,Санкт-Петербург,23988.0,5129.0,1.0,741.0,1.0,713.0,50,149104,в пределах города
319,319,19,4850000.0,59.7,2015-03-19T00:00:00,3,2.5,5.0,47.4,4,False,False,False,6.4,1,Санкт-Петербург,43095.0,15599.0,0.0,5000.0,0.0,5000.0,974,81239,в пределах города
320,320,2,12734000.0,97.0,2016-01-30T00:00:00,3,2.75,10.0,51.2,7,False,False,False,18.4,0,Санкт-Петербург,23617.0,5223.0,0.0,5000.0,1.0,874.0,195,131278,в пределах города
321,321,2,3700000.0,39.7,2017-07-11T00:00:00,1,2.55,4.0,21.0,1,False,False,False,7.4,0,Сестрорецк,57025.0,33954.0,2.0,357.0,2.0,248.0,37,93198,область
323,323,6,9591727.0,72.0,2017-06-29T00:00:00,2,2.8,10.0,34.0,9,False,False,False,17.0,0,Санкт-Петербург,23756.0,5384.0,1.0,2295.0,1.0,534.0,118,133218,в пределах города
324,324,0,6090000.0,62.0,2015-09-06T00:00:00,2,2.68,28.0,30.0,22,False,False,False,10.0,1,Санкт-Петербург,19971.0,21683.0,0.0,5000.0,1.0,546.0,323,98225,область
325,325,4,4500000.0,42.1,2019-04-26T00:00:00,2,2.5,9.0,28.0,2,False,False,False,7.0,0,Санкт-Петербург,13889.0,10773.0,0.0,5000.0,0.0,5000.0,0,106888,в пределах города
326,326,6,3900000.0,45.4,2017-09-22T00:00:00,2,2.75,5.0,27.8,3,False,False,False,7.1,0,Санкт-Петербург,19947.0,15543.0,1.0,215.0,2.0,920.0,121,85903,в пределах города
327,327,3,3200000.0,32.0,2018-09-10T00:00:00,1,2.8,12.0,17.0,2,False,False,False,6.0,0,Санкт-Петербург,13482.0,14561.0,0.0,5000.0,1.0,97.0,9,100000,в пределах города
328,328,11,4950000.0,45.8,2019-04-04T00:00:00,2,2.55,9.0,26.7,9,False,False,False,6.3,2,Санкт-Петербург,14107.0,15101.0,0.0,5000.0,1.0,295.0,0,108078,в пределах города
329,329,15,7500000.0,67.0,2017-04-18T00:00:00,2,2.75,17.0,34.0,15,False,False,False,13.0,0,Санкт-Петербург,27918.0,12441.0,1.0,634.0,1.0,465.0,15,111940,в пределах города
330,330,16,7100000.0,50.0,2016-04-20T00:00:00,3,3.24,5.0,31.5,1,False,False,False,5.0,0,Санкт-Петербург,21341.0,2043.0,2.0,377.0,1.0,411.0,900,142000,самый центр
331,331,12,7500000.0,124.8,2018-04-25T00:00:00,2,2.68,4.0,37.1,1,False,False,False,14.1,0,Сестрорецк,54164.0,35263.0,0.0,5000.0,0.0,5000.0,0,60096,область
332,332,1,3300000.0,32.9,2018-11-01T00:00:00,1,2.75,12.0,17.9,7,False,False,False,6.2,0,Санкт-Петербург,47694.0,16122.0,0.0,5000.0,0.0,5000.0,7,100303,в пределах города
334,334,10,6000000.0,58.0,2016-05-14T00:00:00,2,3.0,5.0,36.6,2,False,False,False,7.9,0,Санкт-Петербург,39136.0,9974.0,2.0,611.0,1.0,782.0,445,103448,в пределах города
